tg_00,tg_01,tg_02,tg_03,tg_04,tg_05,tg_06,tg_07,tg_08,tg_09,tg_10,tg_11,tg_12,tg_13,tg_14,tg_15,tg_16,tg_17,tg_18,tg_19,tg_20,tg_21,tg_22,tg_23
7.74954e-04,4.14069e-04,2.59453e-04,1.78075e-04,1.16505e-04,7.39253e-05,5.16548e-05,3.84823e-05,2.70571e-05,1.80368e-05,1.27925e-05,9.47566e-06,6.47365e-06,4.10134e-06,2.75204e-06,1.94277e-06,1.22366e-06,7.31862e-07,4.73049e-07,3.24253e-07,1.99873e-07,1.17233e-07,7.52515e-08,5.15733e-08
7.74957e-04,4.14087e-04,2.59528e-04,1.78257e-04,1.16894e-04,7.45710e-05,5.24195e-05,3.92348e-05,2.76668e-05,1.83947e-05,1.29505e-05,9.50329e-06,6.40068e-06,3.98079e-06,2.62793e-06,1.82961e-06,1.13248e-06,6.65492e-07,4.24536e-07,2.88203e-07,1.75928e-07,1.02461e-07,6.55805e-08,4.49288e-08
7.74957e-04,4.14087e-04,2.59528e-04,1.78257e-04,1.16893e-04,7.45672e-05,5.24090e-05,3.92150e-05,2.76329e-05,1.83472e-05,1.28988e-05,9.45401e-06,6.36056e-06,3.95528e-06,2.61448e-06,1.82466e-06,1.13530e-06,6.72749e-07,4.32979e-07,2.96442e-07,1.82989e-07,1.07797e-07,6.95372e-08,4.78761e-08
7.29298e-04,3.93517e-04,2.48561e-04,1.71819e-04,1.13445e-04,7.28374e-05,5.14073e-05,3.85689e-05,2.72422e-05,1.81200e-05,1.27514e-05,9.35140e-06,6.29485e-06,3.91605e-06,2.58907e-06,1.80703e-06,1.12429e-06,6.66170e-07,4.28782e-07,2.93667e-07,1.81450e-07,1.07093e-07,6.92383e-08,4.77808e-08
9.69066e-04,5.07619e-04,3.11218e-04,2.09344e-04,1.33853e-04,8.31634e-05,5.73932e-05,4.24180e-05,2.95561e-05,1.94555e-05,1.36143e-05,9.95059e-06,6.67745e-06,4.14238e-06,2.73304e-06,1.90434e-06,1.18228e-06,6.98800e-07,4.48773e-07,3.06719e-07,1.88976e-07,1.11166e-07,7.16711e-08,4.93440e-08
9.92056e-04,5.68843e-04,3.69535e-04,2.58103e-04,1.69786e-04,1.06813e-04,7.35903e-05,5.40368e-05,3.72851e-05,2.43017e-05,1.69104e-05,1.23240e-05,8.25563e-06,5.11770e-06,3.37518e-06,2.35020e-06,1.45632e-06,8.57347e-07,5.47711e-07,3.72101e-07,2.27086e-07,1.31929e-07,8.40927e-08,5.73192e-08
7.58259e-04,4.04433e-04,2.54414e-04,1.75934e-04,1.16749e-04,7.57849e-05,5.42016e-05,4.12557e-05,2.97697e-05,2.03787e-05,1.47147e-05,1.10328e-05,7.62493e-06,4.87768e-06,3.29211e-06,2.33228e-06,1.47326e-06,8.82179e-07,5.69907e-07,3.90043e-07,2.39622e-07,1.39791e-07,8.92207e-08,6.08049e-08
7.74969e-04,4.14155e-04,2.59711e-04,1.78584e-04,1.17396e-04,7.51661e-05,5.29580e-05,3.96490e-05,2.78895e-05,1.84210e-05,1.28704e-05,9.37601e-06,6.25865e-06,3.85695e-06,2.53106e-06,1.75635e-06,1.08564e-06,6.39638e-07,4.10289e-07,2.80456e-07,1.73083e-07,1.02174e-07,6.61308e-08,4.57023e-08
7.74956e-04,4.14085e-04,2.59519e-04,1.78235e-04,1.16845e-04,7.44844e-05,5.23062e-05,3.91087e-05,2.75398e-05,1.82842e-05,1.28630e-05,9.43778e-06,6.36146e-06,3.96660e-06,2.62884e-06,1.83903e-06,1.14786e-06,6.82554e-07,4.40569e-07,3.02396e-07,1.87273e-07,1.10726e-07,7.16472e-08,4.94555e-08
7.74957e-04,4.14087e-04,2.59528e-04,1.78258e-04,1.16894e-04,7.45703e-05,5.24177e-05,3.92324e-05,2.76660e-05,1.84007e-05,1.29656e-05,9.52643e-06,6.43137e-06,4.01426e-06,2.65868e-06,1.85546e-06,1.15029e-06,6.74714e-07,4.27937e-07,2.87943e-07,1.72775e-07,9.80092e-08,6.10749e-08,4.08119e-08
7.74957e-04,4.14087e-04,2.59528e-04,1.78257e-04,1.16893e-04,7.45672e-05,5.24090e-05,3.92149e-05,2.76329e-05,1.83471e-05,1.28987e-05,9.45384e-06,6.36021e-06,3.95459e-06,2.61349e-06,1.82348e-06,1.13405e-06,6.71638e-07,4.32123e-07,2.95844e-07,1.82704e-07,1.07771e-07,6.96438e-08,4.80415e-08
7.74957e-04,4.14087e-04,2.59528e-04,1.78257e-04,1.16893e-04,7.45672e-05,5.24090e-05,3.92149e-05,2.76329e-05,1.83471e-05,1.28987e-05,9.45384e-06,6.36021e-06,3.95459e-06,2.61349e-06,1.82348e-06,1.13405e-06,6.71638e-07,4.32123e-07,2.95844e-07,1.82704e-07,1.07771e-07,6.96438e-08,4.80415e-08
1.43277e-03,6.96107e-04,3.96095e-04,2.46645e-04,1.41517e-04,7.60851e-05,4.59089e-05,3.00946e-05,1.80865e-05,1.01223e-05,6.28453e-06,4.21750e-06,2.61476e-06,1.53821e-06,1.00112e-06,7.03504e-07,4.50971e-07,2.80729e-07,1.89362e-07,1.34958e-07,8.72809e-08,5.36176e-08,3.54960e-08,2.48144e-08
1.33228e-03,6.47496e-04,3.69336e-04,2.30692e-04,1.32971e-04,7.18907e-05,4.35691e-05,2.86574e-05,1.72867e-05,9.71356e-06,6.05132e-06,4.07358e-06,2.53592e-06,1.49927e-06,9.79765e-07,6.90660e-07,4.44246e-07,2.77311e-07,1.87369e-07,1.33677e-07,8.65360e-08,5.31997e-08,3.52357e-08,2.46403e-08
1.45965e-03,7.17143e-04,4.12365e-04,2.59101e-04,1.49992e-04,8.11034e-05,4.89732e-05,3.20501e-05,1.91986e-05,1.07113e-05,6.64793e-06,4.47022e-06,2.78577e-06,1.65205e-06,1.08229e-06,7.63729e-07,4.90834e-07,3.05252e-07,2.05240e-07,1.45686e-07,9.36462e-08,5.71135e-08,3.75831e-08,2.61434e-08
1.43534e-03,7.06398e-04,4.07121e-04,2.56015e-04,1.48008e-04,7.96541e-05,4.78445e-05,3.11810e-05,1.86198e-05,1.03983e-05,6.48844e-06,4.39683e-06,2.77378e-06,1.66980e-06,1.10597e-06,7.85897e-07,5.07785e-07,3.16323e-07,2.12469e-07,1.50510e-07,9.64136e-08,5.85509e-08,3.83911e-08,2.66272e-08
1.43184e-03,6.94906e-04,3.94960e-04,2.45756e-04,1.41029e-04,7.60180e-05,4.60697e-05,3.03523e-05,1.83682e-05,1.03583e-05,6.46164e-06,4.34619e-06,2.69506e-06,1.58083e-06,1.02460e-06,7.17168e-07,4.57588e-07,2.83775e-07,1.91043e-07,1.36034e-07,8.79439e-08,5.40359e-08,3.57881e-08,2.50293e-08
1.43276e-03,6.96038e-04,3.95940e-04,2.46401e-04,1.41181e-04,7.57143e-05,4.55784e-05,2.98332e-05,1.79260e-05,1.00679e-05,6.29397e-06,4.26130e-06,2.67862e-06,1.60360e-06,1.05793e-06,7.50292e-07,4.84714e-07,3.02725e-07,2.04082e-07,1.45122e-07,9.34508e-08,5.70800e-08,3.75975e-08,2.61705e-08
1.43277e-03,6.96108e-04,3.96095e-04,2.46645e-04,1.41515e-04,7.60787e-05,4.58976e-05,3.00809e-05,1.80749e-05,1.01211e-05,6.29442e-06,4.23495e-06,2.63641e-06,1.55766e-06,1.01528e-06,7.12598e-07,4.54437e-07,2.80229e-07,1.87197e-07,1.32243e-07,8.45917e-08,5.14026e-08,3.37677e-08,2.34773e-08
1.43277e-03,6.96107e-04,3.96094e-04,2.46645e-04,1.41517e-04,7.60849e-05,4.59083e-05,3.00929e-05,1.80815e-05,1.01095e-05,6.26231e-06,4.18720e-06,2.57746e-06,1.50018e-06,9.68697e-07,6.78693e-07,4.37102e-07,2.76953e-07,1.91280e-07,1.39739e-07,9.35300e-08,5.96651e-08,4.06670e-08,2.90680e-08
5.06398e-03,2.47181e-03,1.38122e-03,8.37115e-04,4.58644e-04,2.30879e-04,1.31110e-04,8.15197e-05,4.59629e-05,2.39337e-05,1.39988e-05,8.92458e-06,5.18512e-06,2.82230e-06,1.71953e-06,1.14496e-06,6.88581e-07,4.04038e-07,2.61688e-07,1.81226e-07,1.13741e-07,6.80406e-08,4.42243e-08,3.04979e-08
2.90377e-03,1.68039e-03,1.07899e-03,7.34524e-04,4.58714e-04,2.64218e-04,1.65465e-04,1.10522e-04,6.70929e-05,3.73719e-05,2.28006e-05,1.49151e-05,8.83175e-06,4.83095e-06,2.91580e-06,1.90931e-06,1.11372e-06,6.28067e-07,3.93014e-07,2.64583e-07,1.60692e-07,9.31484e-08,5.91851e-08,4.01237e-08
1.37089e-03,6.95559e-04,4.22752e-04,2.84626e-04,1.83588e-04,1.15348e-04,7.98503e-05,5.87367e-05,4.02941e-05,2.57839e-05,1.75392e-05,1.25009e-05,8.14255e-06,4.89961e-06,3.16477e-06,2.17390e-06,1.33164e-06,7.79819e-07,4.98170e-07,3.39053e-07,2.07377e-07,1.20374e-07,7.63035e-08,5.15329e-08
1.43351e-03,6.96779e-04,3.96587e-04,2.46948e-04,1.41613e-04,7.60243e-05,4.57866e-05,2.99574e-05,1.79596e-05,1.00240e-05,6.21154e-06,4.16329e-06,2.57862e-06,1.51636e-06,9.87084e-07,6.93927e-07,4.45148e-07,2.77332e-07,1.87193e-07,1.33480e-07,8.63757e-08,5.30925e-08,3.51641e-08,2.45913e-08
1.43225e-03,6.95292e-04,3.95166e-04,2.45751e-04,1.40804e-04,7.56683e-05,4.57258e-05,3.00648e-05,1.81750e-05,1.02668e-05,6.43177e-06,4.35047e-06,2.72196e-06,1.61561e-06,1.05759e-06,7.45860e-07,4.79607e-07,2.99106e-07,2.01894e-07,1.43905e-07,9.30371e-08,5.71055e-08,3.77658e-08,2.63718e-08
1.43278e-03,6.96115e-04,3.96120e-04,2.46700e-04,1.41624e-04,7.62561e-05,4.61160e-05,3.03092e-05,1.82804e-05,1.02643e-05,6.37603e-06,4.26940e-06,2.62801e-06,1.52303e-06,9.73884e-07,6.72450e-07,4.20746e-07,2.55291e-07,1.68930e-07,1.18708e-07,7.56621e-08,4.59420e-08,3.02193e-08,2.10554e-08
1.43277e-03,6.96108e-04,3.96095e-04,2.46645e-04,1.41518e-04,7.60869e-05,4.59148e-05,3.01072e-05,1.81112e-05,1.01621e-05,6.33202e-06,4.26547e-06,2.65578e-06,1.56492e-06,1.01509e-06,7.08427e-07,4.47859e-07,2.73436e-07,1.81223e-07,1.27249e-07,8.08700e-08,4.88716e-08,3.19998e-08,2.22058e-08
1.43277e-03,6.96107e-04,3.96095e-04,2.46645e-04,1.41517e-04,7.60851e-05,4.59089e-05,3.00946e-05,1.80865e-05,1.01223e-05,6.28453e-06,4.21750e-06,2.61476e-06,1.53821e-06,1.00112e-06,7.03504e-07,4.50971e-07,2.80729e-07,1.89362e-07,1.34958e-07,8.72809e-08,5.36176e-08,3.54960e-08,2.48144e-08
6.21375e-03,3.40785e-03,2.09583e-03,1.37742e-03,8.26998e-04,4.57097e-04,2.77393e-04,1.80779e-04,1.06762e-04,5.78079e-05,3.45418e-05,2.22398e-05,1.29354e-05,6.93309e-06,4.10572e-06,2.63819e-06,1.49359e-06,8.08970e-07,4.86576e-07,3.15705e-07,1.82597e-07,1.00368e-07,6.11817e-08,4.01706e-08
5.98423e-03,3.25375e-03,2.00362e-03,1.32814e-03,8.13209e-04,4.64540e-04,2.91430e-04,1.95780e-04,1.20051e-04,6.77964e-05,4.18549e-05,2.76390e-05,1.65218e-05,9.08966e-06,5.47685e-06,3.55857e-06,2.03436e-06,1.10739e-06,6.66138e-07,4.31056e-07,2.47688e-07,1.34708e-07,8.12133e-08,5.27615e-08
5.94645e-03,3.23949e-03,1.99950e-03,1.32967e-03,8.19968e-04,4.75527e-04,3.04142e-04,2.08656e-04,1.31845e-04,7.73490e-05,4.93302e-05,3.34671e-05,2.06402e-05,1.17300e-05,7.23878e-06,4.78611e-06,2.78736e-06,1.54025e-06,9.34404e-07,6.07205e-07,3.49461e-07,1.89527e-07,1.13620e-07,7.33046e-08
6.14318e-03,3.35982e-03,2.05961e-03,1.34877e-03,8.05664e-04,4.42393e-04,2.66950e-04,1.73147e-04,1.01692e-04,5.47465e-05,3.25769e-05,2.09124e-05,1.21283e-05,6.48581e-06,3.83685e-06,2.46476e-06,1.39599e-06,7.57097e-07,4.56146e-07,2.96498e-07,1.71951e-07,9.48333e-08,5.79810e-08,3.81690e-08
6.13579e-03,3.35476e-03,2.05705e-03,1.34807e-03,8.06453e-04,4.43888e-04,2.68471e-04,1.74484e-04,1.02716e-04,5.54269e-05,3.30326e-05,2.12259e-05,1.23201e-05,6.59153e-06,3.89976e-06,2.50495e-06,1.41836e-06,7.68894e-07,4.63047e-07,3.00855e-07,1.74374e-07,9.61010e-08,5.87189e-08,3.86332e-08
6.13578e-03,3.35469e-03,2.05692e-03,1.34789e-03,8.06233e-04,4.43670e-04,2.68291e-04,1.74350e-04,1.02641e-04,5.54069e-05,3.30435e-05,2.12524e-05,1.23549e-05,6.62591e-06,3.92958e-06,2.52977e-06,1.43673e-06,7.81336e-07,4.71691e-07,3.07031e-07,1.78292e-07,9.84066e-08,6.01730e-08,3.96017e-08
6.13578e-03,3.35469e-03,2.05693e-03,1.34790e-03,8.06254e-04,4.43708e-04,2.68340e-04,1.74403e-04,1.02688e-04,5.54391e-05,3.30614e-05,2.12596e-05,1.23525e-05,6.61781e-06,3.92007e-06,2.52061e-06,1.42909e-06,7.75735e-07,4.67630e-07,3.04058e-07,1.76369e-07,9.72625e-08,5.94493e-08,3.91201e-08
3.06756e-03,1.74643e-03,1.09956e-03,7.34732e-04,4.48413e-04,2.51793e-04,1.54638e-04,1.01775e-04,6.08509e-05,3.34588e-05,2.02773e-05,1.32281e-05,7.83000e-06,4.29043e-06,2.59215e-06,1.69545e-06,9.82957e-07,5.46716e-07,3.36318e-07,2.22438e-07,1.31798e-07,7.43513e-08,4.62800e-08,3.09093e-08
4.97745e-03,2.56065e-03,1.50811e-03,9.59606e-04,5.57854e-04,2.99499e-04,1.78455e-04,1.14982e-04,6.72753e-05,3.62561e-05,2.16785e-05,1.40091e-05,8.21382e-06,4.46175e-06,2.67996e-06,1.74583e-06,1.00785e-06,5.58488e-07,3.42695e-07,2.26247e-07,1.33795e-07,7.53432e-08,4.68382e-08,3.12529e-08
6.06074e-03,3.18565e-03,1.88340e-03,1.19540e-03,6.88773e-04,3.64344e-04,2.14009e-04,1.36133e-04,7.84138e-05,4.15198e-05,2.44810e-05,1.56449e-05,9.05784e-06,4.85648e-06,2.88873e-06,1.86804e-06,1.06939e-06,5.87959e-07,3.58733e-07,2.35827e-07,1.38795e-07,7.78061e-08,4.82115e-08,3.20904e-08
6.12733e-03,3.35116e-03,2.05652e-03,1.34917e-03,8.08453e-04,4.46000e-04,2.70318e-04,1.76023e-04,1.03879e-04,5.62230e-05,3.35929e-05,2.16323e-05,1.25873e-05,6.75163e-06,4.00155e-06,2.57332e-06,1.45854e-06,7.91053e-07,4.76363e-07,3.09398e-07,1.79186e-07,9.86355e-08,6.01964e-08,3.95620e-08
6.13966e-03,3.35890e-03,2.06052e-03,1.35058e-03,8.07730e-04,4.44059e-04,2.68094e-04,1.73877e-04,1.02033e-04,5.48127e-05,3.25283e-05,2.08208e-05,1.20253e-05,6.39707e-06,3.76722e-06,2.41108e-06,1.35962e-06,7.34429e-07,4.41330e-07,2.86394e-07,1.65867e-07,9.14237e-08,5.59043e-08,3.68208e-08
6.13573e-03,3.35453e-03,2.05657e-03,1.34735e-03,8.05499e-04,4.42861e-04,2.67564e-04,1.73770e-04,1.02278e-04,5.52751e-05,3.30517e-05,2.13362e-05,1.24839e-05,6.76107e-06,4.04911e-06,2.63002e-06,1.51114e-06,8.31721e-07,5.06624e-07,3.31936e-07,1.94047e-07,1.07654e-07,6.59941e-08,4.34736e-08
6.13577e-03,3.35469e-03,2.05691e-03,1.34784e-03,8.06119e-04,4.43429e-04,2.67933e-04,1.73911e-04,1.02151e-04,5.49379e-05,3.26490e-05,2.09461e-05,1.21661e-05,6.55757e-06,3.93599e-06,2.57782e-06,1.51205e-06,8.61244e-07,5.43712e-07,3.68388e-07,2.24912e-07,1.30550e-07,8.27552e-08,5.58641e-08
6.13578e-03,3.35469e-03,2.05693e-03,1.34790e-03,8.06255e-04,4.43710e-04,2.68344e-04,1.74408e-04,1.02695e-04,5.54462e-05,3.30676e-05,2.12644e-05,1.23554e-05,6.61875e-06,3.91986e-06,2.51979e-06,1.42792e-06,7.74551e-07,4.66594e-07,3.03193e-07,1.75725e-07,9.68268e-08,5.91469e-08,3.89042e-08
6.13578e-03,3.35469e-03,2.05693e-03,1.34790e-03,8.06255e-04,4.43710e-04,2.68344e-04,1.74408e-04,1.02695e-04,5.54462e-05,3.30676e-05,2.12644e-05,1.23554e-05,6.61875e-06,3.91986e-06,2.51979e-06,1.42792e-06,7.74551e-07,4.66594e-07,3.03193e-07,1.75725e-07,9.68268e-08,5.91469e-08,3.89042e-08
6.17600e-03,3.19395e-03,1.85744e-03,1.16099e-03,6.56445e-04,3.40194e-04,1.96851e-04,1.23898e-04,7.06524e-05,3.71131e-05,2.17885e-05,1.38881e-05,8.01798e-06,4.28129e-06,2.53376e-06,1.62910e-06,9.23893e-07,5.01922e-07,3.03095e-07,1.97651e-07,1.15419e-07,6.44579e-08,4.00134e-08,2.67833e-08
2.88306e-03,1.35319e-03,7.49626e-04,4.56156e-04,2.54834e-04,1.33112e-04,7.85883e-05,5.06850e-05,2.99250e-05,1.64222e-05,1.00043e-05,6.57530e-06,3.93573e-06,2.18644e-06,1.33647e-06,8.82829e-07,5.18713e-07,2.93350e-07,1.83537e-07,1.23525e-07,7.51877e-08,4.39743e-08,2.83448e-08,1.95611e-08
6.15581e-03,3.17998e-03,1.84853e-03,1.15540e-03,6.53569e-04,3.39046e-04,1.96408e-04,1.23748e-04,7.06504e-05,3.71510e-05,2.18212e-05,1.39100e-05,8.02814e-06,4.28329e-06,2.53263e-06,1.62700e-06,9.21739e-07,5.00300e-07,3.01974e-07,1.96892e-07,1.14995e-07,6.42586e-08,3.99189e-08,2.67394e-08
6.19438e-03,3.19973e-03,1.85618e-03,1.15623e-03,6.49895e-04,3.33731e-04,1.91341e-04,1.19411e-04,6.73856e-05,3.50114e-05,2.04057e-05,1.29508e-05,7.45687e-06,3.98275e-06,2.36305e-06,1.52446e-06,8.69081e-07,4.74961e-07,2.88136e-07,1.88527e-07,1.10456e-07,6.18337e-08,3.84275e-08,2.57340e-08
6.18562e-03,3.20104e-03,1.86210e-03,1.16374e-03,6.57341e-04,3.39664e-04,1.95671e-04,1.22472e-04,6.91964e-05,3.58433e-05,2.07497e-05,1.30531e-05,7.41007e-06,3.88220e-06,2.26468e-06,1.44145e-06,8.09984e-07,4.38244e-07,2.65090e-07,1.73763e-07,1.02571e-07,5.82031e-08,3.66791e-08,2.48758e-08
6.17601e-03,3.19398e-03,1.85750e-03,1.16109e-03,6.56586e-04,3.40349e-04,1.96987e-04,1.24001e-04,7.07077e-05,3.71218e-05,2.17717e-05,1.38595e-05,7.98483e-06,4.25137e-06,2.50965e-06,1.61035e-06,9.11351e-07,4.94497e-07,2.98616e-07,1.94899e-07,1.14057e-07,6.39196e-08,3.98166e-08,2.67338e-08
6.17600e-03,3.19395e-03,1.85744e-03,1.16099e-03,6.56451e-04,3.40209e-04,1.96878e-04,1.23935e-04,7.06973e-05,3.71597e-05,2.18298e-05,1.39219e-05,8.04108e-06,4.29316e-06,2.53836e-06,1.62927e-06,9.20441e-07,4.96648e-07,2.97467e-07,1.92262e-07,1.10746e-07,6.07839e-08,3.71602e-08,2.45583e-08
